False	0	0.0	0.0
False	15	51.265625	215.75
False	15	52.015625	212.0
False	15	53.75	207.75
False	15	54.984375	203.75
False	15	55.734375	200.75
False	15	57.484375	198.0
False	15	58.71875	194.5
False	15	59.953125	191.75
False	15	61.203125	189.0
False	15	62.4375	186.5
False	15	63.6875	184.5
False	15	64.921875	182.25
False	15	66.21875	180.5
False	15	67.46875	179.0
False	15	68.703125	177.5
False	15	69.953125	176.25
False	15	71.203125	174.75
False	15	72.4375	173.5
False	15	74.1875	172.0
False	15	75.421875	171.5
False	15	76.671875	170.5
False	15	77.921875	169.75
False	15	79.15625	169.0
False	15	80.40625	168.0
False	15	81.640625	167.5
False	15	82.890625	167.0
False	15	84.125	167.0
False	15	85.375	166.5
False	15	86.625	166.25
False	15	87.859375	166.0
False	15	89.109375	166.5
False	15	90.28125	166.5
False	15	91.515625	166.5
False	15	92.75	166.75
False	15	94.0	166.75
False	15	95.234375	167.25
False	15	96.484375	167.75
False	15	97.71875	168.75
False	15	98.953125	169.25
False	15	100.203125	170.25
False	15	101.4375	171.0
False	15	102.671875	171.75
False	15	103.40625	172.5
False	15	104.65625	174.0
False	15	105.90625	175.25
False	15	107.125	176.0
False	15	108.375	177.75
False	15	109.609375	178.75
False	15	110.859375	180.25
False	15	112.09375	181.75
False	15	113.328125	183.5
False	15	114.609375	185.75
False	15	115.859375	187.75
False	15	117.09375	189.75
False	15	118.34375	191.75
False	15	119.578125	194.0
False	15	120.828125	196.75
False	15	122.0625	199.0
False	15	122.515625	202.25
False	15	124.296875	205.0
False	15	125.78125	208.25
False	15	127.03125	211.0
False	15	128.265625	214.75
False	15	129.515625	218.25
False	15	130.75	221.75
False	15	132.0	225.5
False	15	133.234375	229.75
False	15	133.6875	234.25
False	15	134.96875	238.75
False	15	136.546875	243.75
False	15	138.375	249.25
False	15	137.484375	254.75
False	15	140.859375	0.0
False	15	142.09375	0.0
False	15	141.265625	257.75
False	15	142.671875	253.0
False	15	144.765625	249.0
False	15	144.984375	246.5
False	15	146.1875	244.25
False	15	149.265625	239.75
False	15	150.171875	236.0
False	15	150.046875	233.0
False	15	151.484375	229.5
False	15	153.0	227.5
False	15	154.703125	225.0
False	15	155.21875	222.5
False	15	157.171875	219.25
False	15	159.15625	217.5
False	15	160.390625	215.25
False	15	161.640625	213.5
False	15	162.9375	212.0
False	15	164.171875	210.0
False	15	164.859375	209.0
False	15	166.65625	207.25
False	15	167.640625	206.5
False	15	168.171875	205.5
False	15	169.453125	204.5
False	15	171.609375	203.75
False	15	172.84375	203.0
False	15	174.09375	202.0
False	15	175.328125	201.5
False	15	176.578125	201.5
False	15	177.8125	201.0
False	15	179.046875	201.0
False	15	180.28125	201.0
False	15	180.96875	201.5
False	15	182.765625	201.25
False	15	183.5	201.5
False	15	185.25	202.0
False	15	186.46875	202.25
False	15	186.90625	202.75
False	15	188.9375	203.25
False	15	190.171875	204.0
False	15	191.421875	204.75
False	15	192.65625	206.0
False	15	193.890625	207.0
False	15	195.125	207.75
False	15	196.375	209.25
False	15	197.609375	210.75
False	15	198.84375	212.25
False	15	200.078125	214.0
False	15	201.328125	215.75
False	15	202.5625	217.25
False	15	203.546875	219.5
False	15	205.046875	221.5
False	15	205.09375	223.5
False	15	206.40625	226.0
False	15	208.75	228.25
False	15	208.734375	231.25
False	15	209.9375	233.5
False	15	212.46875	236.5
False	15	212.28125	240.0
False	15	214.328125	243.25
False	15	214.828125	245.75
False	15	215.515625	250.0
False	15	219.0625	0.0
False	15	220.3125	0.0
False	15	219.296875	252.25
False	15	220.796875	246.75
False	15	223.78125	237.5
False	15	223.3125	231.5
False	15	226.265625	226.75
False	15	227.515625	221.25
False	15	228.75	216.75
False	15	230.0	212.5
False	15	231.25	208.25
False	15	232.484375	204.0
